"","FC1","FNC9","FNC12","FC11","FNC7","FNC1","FC6","FC2","FNC10","FNC8","FC4","FC12","FC7","FC10","FNC3","FC3","FNC6","FC5","FNC11","FC9","FNC5","FNC2","FNC4","FC8","taxonomy"
"3346",0,0,6,1,10,1,4,7,5,0,4,6,3,0,7,5,2,18,6,0,0,2,2,4,"k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae (Subgroup 3);g__Bryobacter;"
"3347",0,0,0,0,9,0,0,0,0,2,1,0,1,0,0,0,0,1,2,2,0,2,0,3,"k__Bacteria;p__Acidobacteria;c__Subgroup 2;o__Subgroup 2CL;f__Subgroup 2CL;g__Subgroup 2CL;"
"3348",0,0,8,0,21,2,0,3,2,0,10,0,7,8,4,19,0,7,8,9,4,5,3,0,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Taibaiella;"
"3349",0,0,2,0,12,0,0,3,0,0,1,1,0,0,5,2,0,0,0,7,0,1,0,0,"k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__1959-1;g__1959-1FA;"
"3350",0,23,2,8,4,13,0,5,1,17,0,0,12,10,10,0,2,0,3,0,7,14,5,8,"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae 1;g__Clostridium sensu stricto 10;"
"3351",0,0,0,0,8,0,0,5,0,4,4,0,0,2,0,1,0,13,5,7,3,0,2,0,"k__Bacteria;p__Chloroflexi;c__JG37-AG-4;o__JG37-AG-4CL;f__JG37-AG-4CL;g__JG37-AG-4CL;"
"3352",0,5,2,1,9,0,0,8,5,7,0,0,0,0,1,0,0,0,2,0,0,0,6,0,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Roseiarcaceae;g__Roseiarcus;"
"3353",0,0,5,0,0,0,0,0,3,0,1,0,2,0,2,0,0,3,0,3,0,0,0,0,"k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Sva0996 marine group;g__Sva0996 marine groupFA;"
"3354",0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,4,4,0,0,0,"k__Bacteria;p__Firmicutes;c__Clostridia;o__Halanaerobiales;f__ODP1230B8.23;g__ODP1230B8.23FA;"
"3355",0,0,3,0,0,1,1,0,1,3,0,0,3,0,1,0,0,0,0,0,5,0,0,0,"k__Bacteria;p__Acidobacteria;c__Subgroup 2;o__Subgroup 2CL;f__Subgroup 2CL;g__Subgroup 2CL;"
"3356",0,2,0,0,0,2,0,0,3,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,"k__Bacteria;p__Chloroflexi;c__JG37-AG-4;o__JG37-AG-4CL;f__JG37-AG-4CL;g__JG37-AG-4CL;"
"3357",0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,3,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__KF-JG30-B3;g__KF-JG30-B3FA;"
"3358",0,0,3,0,3,0,2,3,5,0,0,10,5,0,6,0,0,3,0,3,2,11,0,5,"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Chryseolinea;"
"3359",0,2,0,0,0,0,0,1,3,0,3,1,4,0,1,0,0,1,6,4,3,1,4,2,"k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__HSB OF53-F07;g__HSB OF53-F07FA;"
"3360",0,2,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,18,0,1,0,0,1,0,"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Chryseolinea;"
"3361",0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,2,"k__Bacteria;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__OPB56;g__OPB56FA;"
"3362",0,0,0,0,1,0,1,0,12,0,6,1,0,0,0,0,0,18,0,3,0,6,3,3,"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__BIrii41;g__BIrii41FA;"
"3363",0,0,0,1,0,1,0,1,5,1,1,0,0,1,0,2,0,0,3,2,3,0,5,0,"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;"
"3364",0,3,3,0,4,0,0,4,1,0,1,0,0,0,0,0,0,0,2,5,8,0,3,0,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;"
"3365",0,0,0,1,1,0,0,0,14,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae;g__Aquicella;"
"3366",0,0,1,0,4,1,0,5,1,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__OxalobacteraceaeFA;"
"3367",0,0,7,0,2,3,0,2,0,2,3,0,0,0,11,0,0,0,1,0,0,2,3,12,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__Mycoplana;"
"3368",0,1,0,9,5,0,0,0,0,0,0,0,3,5,0,0,3,3,1,4,12,0,2,0,"k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Anaerolinea;"
"3369",0,0,0,2,0,0,0,0,2,2,0,0,0,1,0,0,0,1,2,0,4,0,5,3,"k__Bacteria;p__Verrucomicrobia;c__OPB35 soil group;o__OPB35 soil groupCL;f__OPB35 soil groupCL;g__OPB35 soil groupCL;"
"3370",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,5,0,0,0,"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadales Incertae Sedis;g__Acidibacter;"
"3371",0,2,3,0,0,0,0,9,1,0,0,0,0,5,0,0,1,0,1,1,1,0,2,4,"k__Bacteria;p__Verrucomicrobia;c__OPB35 soil group;o__OPB35 soil groupCL;f__OPB35 soil groupCL;g__OPB35 soil groupCL;"
"3372",0,3,1,2,5,0,0,2,2,0,10,0,1,2,3,4,0,5,3,5,3,0,2,0,"k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__Roseiflexus;"
"3373",0,0,3,5,3,0,2,6,1,6,6,1,6,1,5,2,1,1,1,0,2,3,2,0,"k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__Gitt-GS-136CL;f__Gitt-GS-136CL;g__Gitt-GS-136CL;"
"3374",0,7,0,1,0,0,0,2,18,11,0,3,5,0,0,0,0,25,7,0,3,7,5,0,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;"
"3375",0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;"
"3376",0,5,3,0,5,3,0,3,4,2,0,0,2,0,0,0,4,3,4,4,5,4,0,0,"k__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__Chthoniobacterales;f__Xiphinematobacteraceae;g__Candidatus Xiphinematobacter;"
"3377",0,1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;"
"3378",0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Dongia;"
"3379",0,18,11,2,17,7,1,13,3,17,2,1,2,2,31,8,0,4,8,2,0,2,9,8,"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;"
"3380",0,3,7,1,0,1,4,0,2,0,0,0,2,0,2,0,0,2,0,0,0,3,0,1,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__MitochondriaFA;"
"3381",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,5,0,7,8,"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geobacter;"
"3382",0,0,0,0,8,2,4,3,0,0,9,0,1,0,0,3,0,0,0,4,0,4,0,0,"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Ideonella;"
"3383",0,4,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__uncultured-Caulobacteraceae;"
"3384",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__Haliangium;"
"3385",0,9,8,1,5,0,7,10,8,5,4,1,2,2,4,0,10,0,7,0,2,8,7,0,"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadales Incertae Sedis;g__Xanthomonadales Incertae SedisFA;"
"3387",0,3,2,2,6,0,0,0,4,0,1,0,0,1,0,5,0,0,0,1,1,3,3,0,"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__GaiellalesOR;g__GaiellalesOR;"
"3388",0,5,2,0,3,1,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__uncultured-Caulobacteraceae;"
"3389",0,3,7,2,4,0,0,10,4,3,4,2,4,0,21,4,3,1,4,4,1,6,0,0,"k__Bacteria;p__Acidobacteria;c__Subgroup 6;o__Subgroup 6CL;f__Subgroup 6CL;g__Subgroup 6CL;"
"3390",0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,2,0,5,0,0,0,2,1,"k__Bacteria;p__Parcubacteria;c__ParcubacteriaPH;o__ParcubacteriaPH;f__ParcubacteriaPH;g__ParcubacteriaPH;"
"3391",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Hydrogenophilales;f__Hydrogenophilaceae;g__Thiobacillus;"
"3392",0,2,4,0,0,0,0,2,6,0,2,4,2,4,1,0,0,0,2,0,4,2,2,0,"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Acidothermaceae;g__Acidothermus;"
"3393",0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,3,11,1,2,0,"k__Bacteria;p__Acidobacteria;c__Subgroup 2;o__Subgroup 2CL;f__Subgroup 2CL;g__Subgroup 2CL;"
"3394",0,0,0,0,0,0,0,0,12,0,0,4,0,0,1,0,0,0,0,0,0,0,0,3,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Dongia;"
"3395",0,0,0,0,1,2,0,0,0,5,2,0,8,0,0,6,0,9,0,2,0,0,5,0,"k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae (Subgroup 3);g__Bryobacter;"
"3396",0,3,0,0,0,0,3,0,2,0,1,0,0,3,0,0,0,0,0,0,2,0,1,2,"k__Bacteria;p__Verrucomicrobia;c__OPB35 soil group;o__OPB35 soil groupCL;f__OPB35 soil groupCL;g__OPB35 soil groupCL;"
"3397",0,0,1,0,0,0,0,2,1,0,2,0,0,1,0,0,0,0,0,3,0,0,0,0,"k__Bacteria;p__Acidobacteria;c__Subgroup 2;o__Subgroup 2CL;f__Subgroup 2CL;g__Subgroup 2CL;"
"3398",0,0,4,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Asticcacaulis;"
"3399",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,22,42,0,10,1,5,0,"k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Opitutales;f__Opitutaceae;g__Opitutus;"
"3400",0,0,2,0,1,0,7,1,2,0,0,1,0,0,0,0,0,4,0,1,0,2,7,0,"k__Bacteria;p__Acidobacteria;c__Holophagae;o__Subgroup 10;f__ABS-19;g__ABS-19FA;"
"3401",0,2,0,0,1,0,8,2,14,1,2,3,0,0,0,5,3,6,0,3,0,0,0,4,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__uncultured-Caulobacteraceae;"
"3402",0,0,0,1,7,0,1,5,2,2,7,0,1,5,3,2,2,5,8,10,2,1,4,0,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__AKYH767;g__AKYH767FA;"
"3403",0,5,3,0,4,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;"
"3404",0,2,1,2,0,0,0,0,0,0,0,1,0,1,3,0,0,14,2,0,1,0,0,0,"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadales Incertae Sedis;g__Acidibacter;"
"3405",0,0,2,0,3,3,0,4,0,0,0,0,0,0,5,3,0,3,5,0,0,2,2,0,"k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae (Subgroup 3);g__Bryobacter;"
"3406",0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,1,0,2,"k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Gemmata;"
"3407",0,1,2,1,0,0,0,0,0,0,0,0,1,0,1,3,0,0,4,0,0,2,1,2,"k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Tepidisphaerales;f__Tepidisphaeraceae;g__TepidisphaeraceaeFA;"
"3408",0,0,1,0,6,0,0,12,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,"k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__KtedonobacteriaCL;f__KtedonobacteriaCL;g__KtedonobacteriaCL;"
"3409",0,2,0,0,0,0,0,3,4,0,3,0,0,6,0,0,4,3,3,0,8,0,6,0,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__uncultured-Chitinophagaceae;"
"3410",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,"k__Bacteria;p__Acidobacteria;c__Subgroup 2;o__Subgroup 2CL;f__Subgroup 2CL;g__Subgroup 2CL;"
"3411",0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,4,0,0,0,1,0,"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;"
"3412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Roseiarcaceae;g__Roseiarcus;"
"3413",0,2,0,0,0,0,0,0,0,0,7,0,2,4,0,3,0,2,0,1,3,0,3,0,"k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae (Subgroup 3);g__Candidatus Solibacter;"
"3414",0,0,0,0,2,1,0,4,12,0,0,0,3,0,1,0,0,3,2,3,0,0,0,0,"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadales Incertae Sedis;g__Acidibacter;"
"3415",0,8,4,2,0,2,1,3,6,0,0,2,3,0,8,0,0,3,4,3,1,0,2,0,"k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae (Subgroup 3);g__Candidatus Solibacter;"
"3417",0,3,0,1,1,0,0,0,1,2,0,0,0,0,1,0,0,2,2,2,0,2,0,0,"k__Bacteria;p__Chloroflexi;c__TK10;o__TK10CL;f__TK10CL;g__TK10CL;"
"3418",0,4,6,0,1,2,0,6,4,15,0,0,0,5,8,0,1,0,9,0,0,2,3,1,"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;"
"3419",0,2,0,0,0,0,0,1,3,1,0,0,0,0,1,0,0,0,3,0,2,0,2,4,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__env.OPS 17;g__env.OPS 17FA;"
"3420",0,5,6,0,2,0,0,5,7,0,2,0,3,4,3,2,0,5,5,0,3,2,5,0,"k__Bacteria;p__Firmicutes;c__Clostridia;o__Halanaerobiales;f__ODP1230B8.23;g__ODP1230B8.23FA;"
"3421",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,"k__Bacteria;p__Chloroflexi;c__TK10;o__TK10CL;f__TK10CL;g__TK10CL;"
"3422",0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,2,0,0,4,0,0,0,0,2,"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Gallionellaceae;g__Gallionella;"
"3423",0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,2,1,0,0,2,"k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Thermogemmatisporales;f__1921-2;g__1921-2FA;"
"3424",0,0,0,0,0,0,0,3,5,0,0,0,2,0,2,0,0,0,1,0,1,1,0,2,"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Sporocytophaga;"
"3425",0,6,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,0,1,0,0,"k__Bacteria;p__Acidobacteria;c__Subgroup 6;o__Subgroup 6CL;f__Subgroup 6CL;g__Subgroup 6CL;"
"3426",0,5,0,0,3,2,1,5,5,2,0,0,1,2,10,1,4,0,0,0,3,3,0,1,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;"
"3427",0,0,0,1,0,0,0,0,1,1,1,0,1,3,0,1,0,6,1,2,0,0,1,0,"k__Bacteria;p__Acidobacteria;c__Subgroup 15;o__Subgroup 15CL;f__Subgroup 15CL;g__Subgroup 15CL;"
"3428",0,1,3,0,1,0,0,0,1,0,0,2,2,2,3,3,0,1,0,1,0,0,0,0,"k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Tepidisphaerales;f__Tepidisphaeraceae;g__TepidisphaeraceaeFA;"
"3429",0,0,0,0,1,0,0,0,0,0,8,0,2,2,0,5,0,9,0,4,5,0,1,0,"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__X35;f__X35OR;g__X35OR;"
"3430",0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,2,0,9,0,1,0,0,0,"k__Bacteria;p__Bacteroidetes;c__SB-5;o__SB-5CL;f__SB-5CL;g__SB-5CL;"
"3431",0,0,3,8,7,0,0,0,0,0,5,5,0,1,8,1,0,8,0,2,0,7,3,2,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Niastella;"
"3432",0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,"k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__Roseiflexus;"
"3433",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;"
"3434",0,5,2,2,1,0,0,1,0,3,0,0,2,0,0,0,0,0,4,2,1,0,4,0,"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;"
"3435",0,0,0,0,6,0,0,0,0,1,0,2,2,2,0,0,0,0,0,0,1,0,4,1,"k__Bacteria;p__TM6 (Dependentiae);c__TM6 (Dependentiae)PH;o__TM6 (Dependentiae)PH;f__TM6 (Dependentiae)PH;g__TM6 (Dependentiae)PH;"
"3436",0,0,0,11,0,0,2,0,12,7,10,2,0,0,1,1,0,45,7,12,2,0,1,18,"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__TRA3-20;f__TRA3-20OR;g__TRA3-20OR;"
"3437",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,5,0,"k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Opitutales;f__Opitutaceae;g__Opitutus;"
"3438",0,0,0,0,0,0,1,2,0,0,2,0,2,0,0,6,0,2,1,0,0,1,2,0,"k__Bacteria;p__Acidobacteria;c__Subgroup 6;o__Subgroup 6CL;f__Subgroup 6CL;g__Subgroup 6CL;"
"3439",0,3,4,0,2,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,2,0,8,0,"k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae (Subgroup 3);g__Bryobacter;"
"3440",0,0,54,0,5,1,5,0,0,0,15,1,0,7,0,32,0,3,0,0,1,0,1,0,"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteimonas;"
"3441",0,6,0,0,0,0,0,0,2,3,0,0,3,0,0,0,0,0,0,0,0,0,4,2,"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__GaiellalesOR;g__GaiellalesOR;"
"3442",0,0,0,0,1,0,0,0,4,0,7,1,0,0,4,5,1,0,1,2,1,1,0,1,"k__Bacteria;p__TM6 (Dependentiae);c__TM6 (Dependentiae)PH;o__TM6 (Dependentiae)PH;f__TM6 (Dependentiae)PH;g__TM6 (Dependentiae)PH;"
"3443",0,0,2,0,1,0,1,0,0,0,2,1,1,0,0,0,1,0,1,0,0,0,0,0,"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Patulibacteraceae;g__Patulibacter;"
"3444",0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,2,1,0,1,3,"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Oligoflexales;f__0319-6G20;g__0319-6G20FA;"
"3445",0,0,8,0,10,4,0,4,3,6,7,0,1,0,0,1,4,0,10,2,13,0,8,2,"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadales Incertae Sedis;g__Acidibacter;"
"3446",0,12,2,6,4,0,4,40,1,11,3,3,16,13,10,11,1,16,0,8,2,0,0,12,"k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae (Subgroup 3);g__Candidatus Solibacter;"
"3447",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria;p__Verrucomicrobia;c__OPB35 soil group;o__OPB35 soil groupCL;f__OPB35 soil groupCL;g__OPB35 soil groupCL;"
"3448",0,3,0,0,0,0,0,2,1,0,2,1,3,0,0,5,0,0,3,0,2,1,1,0,"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Gaiella;"
